item_id,item_name,item_description,item_price,item_category,item_is_veg,restaurant_name,restaurant_address,restaurant_phone_numbers,restaurant_cuisines,restaurant_opening_hours,restaurant_dining_rating,restaurant_delivery_rating,restaurant_dining_ratings_count,restaurant_delivery_ratings_count,restaurant_source_url,created_at,updated_at
556,Chicken Zinger Burger - Tandoori with Cheese,Chicken zinger with delicious tandoori sauce & cheese slice,233.57,Burgers,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
557,American Classic Zinger Mojito Combo,Get All New Mojito Reusable Bottle with American Classic Chicken Zinger Burger,297.23,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
558,Veg Zinger Burger with Cheese,"Signature veg burger with crispy patties, cheese slice, veggies & a tangy sauce",213.57,Burgers,true,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
559,Chicken Zinger Burger - Classic,"Signature burger made with a crunchy chicken fillet, veggies & a delicious mayo",199.05,Burgers,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
560,Veg Zinger Burger,"Signature veg burger with crispy patties, veggies & a tangy sauce",188.57,Burgers,true,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
561,Chicken Zinger Burger - Tandoori,Chicken zinger with a  delicious tandoori sauce,208.57,Burgers,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
562,2 X Veg Krisper Burgers,2 Delicious veg value burgers - at a deal price,188.57,Meal Combos,true,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
563,2 Classic Chicken Krisper Burgers,2 Units of delicious chicken value burgers featuring delicious sauce & 2 chicken,289.57,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
564,Cricket Crunch Meal,"Crunchy Savings of Rs. 75 & Enjoy 2pc Hot & Crispy Chicken, 4",449.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
565,Dream Team Meal,Enjoy Special 11 meal by saving Rs. 164 on 3 Pc Chicken Leg,599.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
566,Clean Bowled Combo,Hitter huge savings of Rs. 132 on 5 Pc Chicken Leg Piece &,666.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
567,Super Over Meal,"Favorite combo of Classic Chicken Zinger Burger, Medium French Fries & a chilled",329.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
568,Super 6s Chicken Bucket,Sixer Savings of Rs. 249 off on Special Bucket of 6 Pc Chicken,799.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
569,Rolls Super Kings,"Super Savings of Rs. 75 on 2 Classic chicken Roll, 4 Pc Hot",399.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
570,Green Pitch Meal,Veg Lovers now save Rs. 252 on Veg meal of 2 Veg Zinger,499.0,Meal Combos,true,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
571,LBW Chicken Bucket,Leg Piece before any wicket! Deal savings of Rs. 308 on 10 Pc,899.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
572,Peri Peri Chicken 5 Leg Piece Meal,Leg before any wicket! Save Rs. 131 on 5 Spicy Peri Peri Leg,659.05,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
573,Peri Peri 10 Pc Chicken Strips & 2 Dips,Howzatt Deal!! Save Rs. 122 with the indulging 10 Piece Peri Peri Boneless,519.05,Fried Chicken & Strips,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
574,Peri Peri Chicken 5 Leg Piece Bucket,Save Rs 104 on 5 Spicy Peri Peri Leg Pieces,528.57,Fried Chicken & Strips,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
575,5 Leg Pc & 2 Dips Pepsi Bottle Combo,Get Pepsi 330ml Reusable Bottle with 5 Pc Peri Per Chicken Leg Piece,599.0,Meal Combos,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
576,Peri Peri Chicken 10 Leg Pc & 4 Dips,Save Rs. 334 on 10 Spicy Peri Peri Leg Pieces & 4 Dips,968.57,Fried Chicken & Strips,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
577,Peri Peri chicken strips - 6 Pc,Save 13% with on savouring 6 Spicy Peri Peri chicken boneless strips [serves,308.57,Fried Chicken & Strips,false,KFC,"Plot 1, Ground Floor, Block 8, DB Gupta Road, Paharganj, New Delhi, Paharganj, New Delhi, New Delhi","[""+917838250785""]","[""Burgers"", ""Rolls"", ""Fast Food""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",4.0,4.1,282,10100,https://www.zomato.com/ncr/kfc-2-paharganj-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
